GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS342557502,1/21/2017 20:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/13/2015,8:45:00,obsr644405,S25049030,Historical,P62,EBIRD,275,,,3,1,G1408048,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS347605743,12/10/2019 8:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Deslocamento Brasília - Alto Paraiso - Cavalcante,L3954753,P,-14.2087494,-47.486515,10/5/2015,10:00:00,obsr431534,S25398139,Traveling,P22,EBIRD,240,40,,2,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS342555821,1/21/2017 20:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/13/2015,8:45:00,obsr501068,S25048897,Historical,P62,EBIRD,275,,,3,1,G1408048,0,1,0,,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",
URN:CornellLabOfOrnithology:EBIRD:OBS556283335,11/16/2020 13:57,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,west of Santa Ana de Yacuma area,L6552347,P,-13.7597068,-65.7322311,8/28/2015,6:00:00,obsr610760,S41027924,Traveling,P22,EBIRD,360,50,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870757071,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Santa Ana de Yacuma (-13.7481, -65.6598)",L10620390,P,-13.7481,-65.6598,8/28/2015,,obsr610760,S65135496,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Santa Ana de Yacuma (-13.7481, -65.6598).",
URN:CornellLabOfOrnithology:EBIRD:OBS556258718,34:40.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,Exaltacion area,L6552365,P,-13.2796282,-65.2399921,8/23/2015,6:00:00,obsr610760,S41025792,Traveling,P22,EBIRD,300,50,,2,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS653987825,12/10/2019 8:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/2/2015,,obsr22428,S48275399,Historical,P62,EBIRD,,,,5,1,,0,1,0,,Birding trip  to Emas National Park,
URN:CornellLabOfOrnithology:EBIRD:OBS376377576,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/5/2015,,obsr59106,S27767630,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,"am low (Vagem Bonita), pm high part.","Several of these perky birds were seen. When they flew, they looked like airplanes."
URN:CornellLabOfOrnithology:EBIRD:OBS342555972,1/21/2017 20:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/13/2015,8:45:00,obsr623262,S25048907,Historical,P62,EBIRD,275,,,3,1,G1408048,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS359820850,12/19/2015 9:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/27/2015,6:30:00,obsr623168,S26360032,Historical,P62,EBIRD,720,,,,1,,0,1,0,,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",
URN:CornellLabOfOrnithology:EBIRD:OBS376377010,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/6/2015,,obsr59106,S27767611,Incidental,P20,EBIRD,,,,1,1,,0,1,0,,All day in high part.,
URN:CornellLabOfOrnithology:EBIRD:OBS653645378,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,PN das Emas--farm reserves south of PN,L971969,H,-18.3429165,-52.9029679,10/31/2015,,obsr22428,S48250700,Historical,P62,EBIRD,,,,5,1,,0,1,0,,Birding trip to Emas National park,
URN:CornellLabOfOrnithology:EBIRD:OBS359817488,12/19/2015 9:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/25/2015,6:30:00,obsr623168,S26359717,Historical,P62,EBIRD,720,,,5,1,,0,1,0,,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",
URN:CornellLabOfOrnithology:EBIRD:OBS876353892,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/27/2015,,obsr760373,S65620124,Historical,P62,EBIRD,,,132,4,1,,0,1,0,,"Observações sistemáticas realizadas estritamente no interior do PN das Emas, durante o período de 27/11 até 01/12/2015. Percorremos principalmente as áreas de campo sujo e cerrado strictu sensu, além da mata de galeria ao longo do Rio Formoso e Jacuba. Acompanhado, na unidade, pelo guia Nélio Carrijo.----Mamíferos observados - Cerdocyon thous, Lycalopex vetulus, Chrysocyon brachyurus, Myrmecophaga tridactyla, Tapirus terrestris, Didelphis albiventris, Tayassu tajacu, Ozotocerus bezoarticus, Blastocerus dichotomus, Mazama gouazoubira, Cebus libidinosus, Callithrix penicillata.",Comum no P2
URN:CornellLabOfOrnithology:EBIRD:OBS366599700,30:13.0,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,Laguna Blanca,L4166472,P,-23.81336,-56.2955215,4/16/2015,7:00:00,obsr101043,S26950139,Incidental,P20,EBIRD,,,,8,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870757080,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Santa Ana de Yacuma (-13.6787, -65.4469)",L10620392,P,-13.6787,-65.4469,9/28/2015,,obsr610760,S65135501,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Santa Ana de Yacuma (-13.6787, -65.4469).",
URN:CornellLabOfOrnithology:EBIRD:OBS633621278,4/15/2020 18:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,11/20/2015,,obsr1074964,S46735515,Historical,P62,EBIRD,,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870757072,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Santa Ana de Yacuma (-13.728, -65.425)",L10620391,P,-13.728,-65.425,8/28/2015,,obsr610760,S65135497,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Santa Ana de Yacuma (-13.728, -65.425).",
URN:CornellLabOfOrnithology:EBIRD:OBS361045887,3/9/2020 13:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,12/20/2015,17:43:00,obsr601130,S26452093,Traveling,P22,EBIRD,240,48.279,,4,1,G1513496,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS342844698,1/21/2017 20:07,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,9/13/2015,8:45:00,obsr611666,S25071135,Historical,P62,EBIRD,275,,,3,1,G1408048,0,1,0,,"Equipe: Carlos Gussoni, Rogério Machado e Gustavo Pinto.",
URN:CornellLabOfOrnithology:EBIRD:OBS359814091,12/19/2015 8:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/24/2015,6:30:00,obsr623168,S26359383,Historical,P62,EBIRD,720,,,5,1,,0,1,0,,"Na companhia dos amigos Adilson Marques, Lindolfo Souto e sua esposa. Guiados pelo amigo Geiser Trivelato.",
URN:CornellLabOfOrnithology:EBIRD:OBS360098183,3/9/2020 13:05,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,12/20/2015,17:43:00,obsr403476,S26379501,Traveling,P22,EBIRD,240,48.279,,4,1,G1513496,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS486093980,4/15/2017 19:17,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,8/16/2015,8:00:00,obsr623443,S35993469,Incidental,P20,EBIRD,,,,4,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS442743550,11/24/2016 6:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Sacramento  14 de nov de 2016 08:02,L5081068,P,-20.1349098,-46.9129756,11/13/2016,9:23:00,obsr623443,S32532413,Traveling,P22,EBIRD_BRA,120,50,,4,1,G2022774,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS445319511,12/18/2018 11:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/5/2016,,obsr508255,S32717779,Historical,P62,EBIRD,,,,4,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS420332663,10/1/2016 17:11,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/25/2016,15:54:00,obsr623262,S30866793,Traveling,P22,EBIRD_BRA,60,8,,3,1,G1878027,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS443054324,11/24/2016 6:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Sacramento  14 de nov de 2016 08:02,L5081068,P,-20.1349098,-46.9129756,11/13/2016,9:23:00,obsr623533,S32550273,Traveling,P22,EBIRD_BRA,120,50,,4,1,G2022774,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS442743132,11/24/2016 6:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Sacramento  14 de nov de 2016 08:02,L5081068,P,-20.1349098,-46.9129756,11/13/2016,9:23:00,obsr623262,S32532386,Traveling,P22,EBIRD_BRA,120,50,,4,1,G2022774,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS422585783,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,7/25/2016,16:54:00,obsr623443,S31035992,Traveling,P22,EBIRD_BRA,120,59.998,,3,1,G1878028,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870755395,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Puerto Ustarez (-12.702, -64.5982)",L10615975,P,-12.702,-64.5982,8/4/2016,,obsr610760,S65134433,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Puerto Ustarez (-12.702, -64.5982).",
URN:CornellLabOfOrnithology:EBIRD:OBS426323054,2/7/2019 20:44,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros--Fazenda dos Anões,L2236325,H,-14.3186024,-47.5041586,5/16/2016,7:00:00,obsr522970,S31322699,Traveling,P22,EBIRD,480,5,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS508589570,6/6/2017 2:32,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Sacramento  14 de nov de 2016 08:02,L5081068,P,-20.1349098,-46.9129756,11/13/2016,9:23:00,obsr624308,S37418300,Traveling,P22,EBIRD_BRA,120,50,,4,1,G2022774,0,1,0,,<br>Enviada de eBird Android 1.3,
URN:CornellLabOfOrnithology:EBIRD:OBS437821437,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"BR-Goiás-Mineiros - -18,096x-52,924 - 27/09/2016 11h20",L4952071,P,-18.0962432,-52.924151,10/22/2016,,obsr623971,S32158429,Historical,P62,EBIRD,,,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS504258243,5/24/2017 19:22,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,11/5/2016,6:15:00,obsr309564,S37123261,Incidental,P20,EBIRD,,,,1,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS443053574,9/7/2019 14:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,3/2/2016,13:27:00,obsr623533,S32550220,Traveling,P22,EBIRD_BRA,180,3,,3,1,G2033345,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS707601179,5/22/2020 20:13,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/29/2016,,obsr761685,S52458064,Historical,P62,EBIRD,,,,,1,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS432550697,8/7/2018 14:23,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"BR-Goiás-Mineiros - -18,096x-52,924 - 27/09/2016 11h20",L4952071,P,-18.0962432,-52.924151,9/24/2016,6:15:00,obsr623971,S31780731,Traveling,P22,EBIRD,180,80,,1,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS442352561,9/7/2019 14:27,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,3/2/2016,13:27:00,obsr623262,S32505073,Traveling,P22,EBIRD_BRA,180,3,,3,1,G2033345,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS870755394,11/16/2020 13:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Bolivia,BO,El Beni,BO-B,,,,,,,"Puerto Ustarez (-12.7073, -64.6092)",L10615974,P,-12.7073,-64.6092,8/4/2016,,obsr610760,S65134432,Historical,P62,EBIRD,,,,,0,,1,1,0,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Puerto Ustarez (-12.7073, -64.6092).",
URN:CornellLabOfOrnithology:EBIRD:OBS437844184,11/24/2016 6:35,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,10/22/2016,5:57:00,obsr623262,S32159923,Traveling,P22,EBIRD_BRA,600,70,,4,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS422585747,10/1/2016 17:11,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/25/2016,15:54:00,obsr623443,S31035990,Traveling,P22,EBIRD_BRA,60,8,,3,1,G1878027,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS589100259,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Terenos,L5038636,P,-20.3932975,-54.8929846,10/22/2016,5:30:00,obsr623835,S43743331,Historical,P62,EBIRD,60,3,,3,1,,0,1,0,,"Continuando o Big day: Gil Ribeiro Péres, Fabyano Costa e Nina Wenoli.",
URN:CornellLabOfOrnithology:EBIRD:OBS450843089,9/28/2019 22:30,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,"BR-São Paulo-Itirapina - -22,246x-47,878 ",L5170136,P,-22.2463315,-47.8779685,12/21/2016,6:38:00,obsr623262,S33154257,Traveling,P22,EBIRD_BRA,180,2,,5,1,,0,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS437844707,11/27/2016 7:06,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"BR-Minas Gerais-São Roque de Minas-Unnamed Road - -20,326x-46,418",L5006271,P,-20.3263503,-46.417855,10/22/2016,7:43:00,obsr689320,S32159954,Traveling,P22,EBIRD,600,69.998,,4,1,,0,1,0,,,1
URN:CornellLabOfOrnithology:EBIRD:OBS870772092,3/20/2020 14:54,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,10/28/2016,,obsr648310,S65143481,Historical,P62,EBIRD,,,,,0,,1,1,1,,"Historical checklist created by eBird/Macaulay Library from Internet Bird Collection media. Original IBC location name and coordinates: Itirapina Ecological Station (-22.2259, -47.8922).",
URN:CornellLabOfOrnithology:EBIRD:OBS420332723,8/21/2020 10:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--São Roque de Minas,L4680493,H,-20.2539235,-46.5511698,7/25/2016,16:54:00,obsr623262,S30866798,Traveling,P22,EBIRD_BRA,120,59.998,,3,1,G1878028,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS438581929,4/30/2017 18:20,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,Terenos,L5038636,P,-20.3932975,-54.8929846,10/22/2016,17:30:00,obsr623960,S32233023,Historical,P62,EBIRD,60,,,3,1,G2375627,0,1,0,,"Continuando o Big day: Gil Ribeiro Péres, Fabyano Costa e Nina Wenoli.",
URN:CornellLabOfOrnithology:EBIRD:OBS547326236,9/23/2020 10:47,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-18,2989,-52,9887)",L6445558,P,-18.298861,-52.988727,11/4/2017,7:48:00,obsr800827,S40338687,Incidental,P20,EBIRD_BRA,,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS512341352,8/8/2019 10:26,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,6/17/2017,6:00:00,obsr622711,S37681135,Traveling,P22,EBIRD_BRA,1440,30,,2,1,,1,1,0,,Visita ao parque feita entre os dias 17 e 18 de junho de 2017. Com Maria Alves Ferreira (Kida).,
URN:CornellLabOfOrnithology:EBIRD:OBS547314348,11/6/2017 7:17,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,"(-18,2988,-52,9886)",L6445405,P,-18.298808,-52.988649,11/3/2017,7:30:00,obsr800827,S40337825,Incidental,P20,EBIRD_BRA,,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS478973825,8/22/2019 11:11,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,São Paulo,BR-SP,,,,,,,Estação Ecológica de Itirapina,L943006,H,-22.2295385,-47.8946037,3/26/2017,7:20:00,obsr648310,S35452399,Traveling,P22,EBIRD,300,10,,5,1,,1,1,1,,,
URN:CornellLabOfOrnithology:EBIRD:OBS525620813,12/20/2017 9:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,Carrancas,L6185081,P,-21.5137813,-44.5503759,8/12/2017,10:17:00,obsr622711,S38660900,Traveling,P22,EBIRD,500,60,,2,1,,1,1,0,,Na companhia de Kida Ferreira.,
URN:CornellLabOfOrnithology:EBIRD:OBS870712225,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca (-23.7434, -56.3246)",L10598162,P,-23.7434,-56.3246,10/1/2017,,obsr508062,S65109274,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS546477620,9/23/2020 10:55,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Mato Grosso do Sul,BR-MS,,,,,,,"(-18,303, -52,968)",L6435861,P,-18.3031,-52.9677007,11/3/2017,7:40:00,obsr623195,S40280628,Stationary,P21,EBIRD,255,,,3,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS875201589,8/7/2020 19:52,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra--plateau,L1123074,H,-20.2183,-46.4763,10/27/2017,7:00:00,obsr1479966,S65160043,Incidental,P20,EBIRD,,,,3,0,,1,1,0,,Passarinhada na cia de Sônia Folegatti e guiados por Wellington Viana.,
URN:CornellLabOfOrnithology:EBIRD:OBS869756971,5/15/2020 16:48,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,"Serra da Canastra National Park (-20.2339, -46.5065)",L10622087,P,-20.2339,-46.5065,8/13/2017,,obsr1083861,S64961741,Historical,P62,EBIRD,,,,,0,,1,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566680080,1/12/2018 16:49,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Chapada dos Veadeiros,L6706716,P,-14.132778,-47.51,1/4/2018,6:30:00,obsr645312,S41848626,Historical,P62,EBIRD,300,,,2,1,,0,1,0,,"These birding was conducted/guided by a friend and birdwatching guide in the state of Goias, Cerrado domain, Brazil. Marcelo Lisita Junqueira knows a lot and showed me many endemics, endangered and nice birds. It was a great morning. We visited mostly open Cerrado areas, such as ""campo limpo"", ""campo sujo"", ""campo de murunduns"" and ""Palmeiral""",
URN:CornellLabOfOrnithology:EBIRD:OBS775453127,10/27/2020 21:10,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,San Pedro,PY-2,,,,,,,"Laguna Blanca, San Pedro (Paraguay Central)",L2762183,H,-23.7666667,-56.2833333,9/21/2018,,obsr1365043,S57410658,Historical,P62,EBIRD,,,,7,0,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS842256695,10/27/2020 21:14,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Paraguay,PY,Caazapá,PY-6,,,,,,,"21 nov. 2019 14:30-26,452, -56,535",L10182735,P,-26.4521017,-56.5345474,2/1/2018,13:38:00,obsr777669,S62636627,Traveling,P22,EBIRD,120,5,,3,1,,0,1,0,,,
URN:CornellLabOfOrnithology:EBIRD:OBS698372708,1/14/2019 13:58,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Goiás,BR-GO,,,,,,,Parque Nacional das Emas,L567986,H,-18.2609794,-52.8883982,11/2/2018,,obsr343193,S51675793,Historical,P62,EBIRD,,,,11,1,,0,1,0,,Touring Emas National Park and area looking for birds and other wildlife.,
URN:CornellLabOfOrnithology:EBIRD:OBS647556185,8/11/2018 14:15,16390,species,Cock-tailed Tyrant,Alectrurus tricolor,,,NA,,,,Brazil,BR,Minas Gerais,BR-MG,,,,,,,PN Serra da Canastra,L933292,H,-20.2506019,-46.4955139,7/29/2018,6:00:00,obsr742387,S47784722,Incidental,P20,EBIRD,,,,5,0,G3393503,0,1,0,,,
